test
Wavelength = 1.54059
10	6.00
10.02	8.00
10.04	8.00
10.06	4.00
10.08	10.00
10.1	12.00
10.12	6.00
10.14	6.00
10.16	4.00
10.18	6.00
10.2	12.00
10.22	4.00
10.24	4.00
10.26	6.00
10.28	12.00
10.3	8.00
10.32	2.00
10.34	10.00
10.36	6.00
10.38	4.00
10.4	4.00
10.42	4.00
10.44	12.00
10.46	4.00
10.48	12.00
10.5	8.00
10.52	4.00
10.54	8.00
10.56	4.00
10.58	6.00
10.6	8.00
10.62	12.00
10.64	2.00
10.66	8.00
10.68	6.00
10.7	4.00
10.72	6.00
10.74	4.00
10.76	6.00
10.78	10.00
10.8	10.00
10.82	6.00
10.84	6.00
10.86	4.00
10.88	2.00
10.9	4.00
10.92	6.00
10.94	8.00
10.96	2.00
10.98	8.00
11	4.00
11.02	8.00
11.04	4.00
11.06	8.00
11.08	12.00
11.1	6.00
11.12	10.00
11.14	8.00
11.16	4.00
11.18	12.00
11.2	4.00
11.22	2.00
11.24	6.00
11.26	8.00
11.28	4.00
11.3	6.00
11.32	4.00
11.34	2.00
11.36	2.00
11.38	6.00
11.4	6.00
11.42	6.00
11.44	4.00
11.46	4.00
11.48	8.00
11.5	4.00
11.52	6.00
11.54	8.00
11.56	8.00
11.58	2.00
11.6	4.00
11.62	6.00
11.64	4.00
11.66	8.00
11.68	10.00
11.7	8.00
11.72	4.00
11.74	6.00
11.76	6.00
11.78	6.00
11.8	12.00
11.82	2.00
11.84	4.00
11.86	4.00
11.88	10.00
11.9	4.00
11.92	2.00
11.94	4.00
11.96	4.00
11.98	2.00
12	8.00
12.02	0.00
12.04	6.00
12.06	2.00
12.08	4.00
12.1	2.00
12.12	8.00
12.14	4.00
12.16	10.00
12.18	2.00
12.2	4.00
12.22	4.00
12.24	2.00
12.26	6.00
12.28	2.00
12.3	4.00
12.32	8.00
12.34	4.00
12.36	4.00
12.38	4.00
12.4	6.00
12.42	10.00
12.44	4.00
12.46	10.00
12.48	4.00
12.5	6.00
12.52	6.00
12.54	6.00
12.56	4.00
12.58	2.00
12.6	4.00
12.62	10.00
12.64	4.00
12.66	2.00
12.68	2.00
12.7	6.00
12.72	2.00
12.74	4.00
12.76	4.00
12.78	6.00
12.8	4.00
12.82	4.00
12.84	6.00
12.86	4.00
12.88	6.00
12.9	8.00
12.92	2.00
12.94	6.00
12.96	2.00
12.98	4.00
13	2.00
13.02	6.00
13.04	4.00
13.06	2.00
13.08	6.00
13.1	4.00
13.12	4.00
13.14	4.00
13.16	6.00
13.18	6.00
13.2	4.00
13.22	2.00
13.24	4.00
13.26	2.00
13.28	4.00
13.3	8.00
13.32	2.00
13.34	8.00
13.36	2.00
13.38	6.00
13.4	2.00
13.42	0.00
13.44	2.00
13.46	6.00
13.48	4.00
13.5	0.00
13.52	4.00
13.54	8.00
13.56	4.00
13.58	4.00
13.6	4.00
13.62	6.00
13.64	2.00
13.66	6.00
13.68	6.00
13.7	4.00
13.72	2.00
13.74	0.00
13.76	4.00
13.78	10.00
13.8	4.00
13.82	0.00
13.84	2.00
13.86	6.00
13.88	4.00
13.9	4.00
13.92	4.00
13.94	6.00
13.96	6.00
13.98	4.00
14	4.00
14.02	6.00
14.04	2.00
14.06	2.00
14.08	0.00
14.1	8.00
14.12	6.00
14.14	2.00
14.16	2.00
14.18	6.00
14.2	2.00
14.22	8.00
14.24	4.00
14.26	4.00
14.28	2.00
14.3	2.00
14.32	2.00
14.34	2.00
14.36	2.00
14.38	2.00
14.4	8.00
14.42	2.00
14.44	2.00
14.46	4.00
14.48	2.00
14.5	4.00
14.52	2.00
14.54	4.00
14.56	4.00
14.58	4.00
14.6	4.00
14.62	4.00
14.64	4.00
14.66	2.00
14.68	4.00
14.7	6.00
14.72	2.00
14.74	4.00
14.76	4.00
14.78	4.00
14.8	2.00
14.82	4.00
14.84	2.00
14.86	2.00
14.88	2.00
14.9	4.00
14.92	6.00
14.94	4.00
14.96	4.00
14.98	0.00
15	2.00
15.02	2.00
15.04	0.00
15.06	4.00
15.08	4.00
15.1	2.00
15.12	6.00
15.14	2.00
15.16	0.00
15.18	4.00
15.2	2.00
15.22	4.00
15.24	4.00
15.26	6.00
15.28	4.00
15.3	0.00
15.32	6.00
15.34	2.00
15.36	4.00
15.38	4.00
15.4	2.00
15.42	2.00
15.44	4.00
15.46	2.00
15.48	4.00
15.5	2.00
15.52	6.00
15.54	2.00
15.56	2.00
15.58	4.00
15.6	8.00
15.62	6.00
15.64	6.00
15.66	2.00
15.68	4.00
15.7	2.00
15.72	2.00
15.74	2.00
15.76	2.00
15.78	4.00
15.8	2.00
15.82	4.00
15.84	2.00
15.86	4.00
15.88	2.00
15.9	4.00
15.92	0.00
15.94	4.00
15.96	4.00
15.98	2.00
16	4.00
16.02	4.00
16.04	4.00
16.06	4.00
16.08	6.00
16.1	6.00
16.12	2.00
16.14	2.00
16.16	2.00
16.18	0.00
16.2	0.00
16.22	2.00
16.24	2.00
16.26	4.00
16.28	2.00
16.3	4.00
16.32	4.00
16.34	4.00
16.36	8.00
16.38	2.00
16.4	6.00
16.42	10.00
16.44	6.00
16.46	2.00
16.48	2.00
16.5	2.00
16.52	4.00
16.54	2.00
16.56	6.00
16.58	2.00
16.6	6.00
16.62	0.00
16.64	4.00
16.66	2.00
16.68	4.00
16.7	4.00
16.72	2.00
16.74	4.00
16.76	4.00
16.78	4.00
16.8	2.00
16.82	0.00
16.84	6.00
16.86	4.00
16.88	2.00
16.9	6.00
16.92	8.00
16.94	2.00
16.96	2.00
16.98	4.00
17	0.00
17.02	2.00
17.04	4.00
17.06	6.00
17.08	2.00
17.1	2.00
17.12	2.00
17.14	2.00
17.16	2.00
17.18	0.00
17.2	4.00
17.22	2.00
17.24	2.00
17.26	0.00
17.28	4.00
17.3	2.00
17.32	2.00
17.34	2.00
17.36	4.00
17.38	2.00
17.4	2.00
17.42	4.00
17.44	2.00
17.46	4.00
17.48	2.00
17.5	0.00
17.52	2.00
17.54	0.00
17.56	0.00
17.58	2.00
17.6	4.00
17.62	4.00
17.64	6.00
17.66	2.00
17.68	0.00
17.7	4.00
17.72	2.00
17.74	2.00
17.76	2.00
17.78	2.00
17.8	4.00
17.82	2.00
17.84	2.00
17.86	2.00
17.88	0.00
17.9	4.00
17.92	4.00
17.94	2.00
17.96	2.00
17.98	2.00
18	6.00
18.02	2.00
18.04	2.00
18.06	2.00
18.08	4.00
18.1	2.00
18.12	6.00
18.14	2.00
18.16	2.00
18.18	2.00
18.2	2.00
18.22	2.00
18.24	2.00
18.26	2.00
18.28	2.00
18.3	2.00
18.32	2.00
18.34	2.00
18.36	4.00
18.38	4.00
18.4	2.00
18.42	2.00
18.44	0.00
18.46	4.00
18.48	4.00
18.5	2.00
18.52	4.00
18.54	4.00
18.56	6.00
18.58	0.00
18.6	2.00
18.62	0.00
18.64	4.00
18.66	0.00
18.68	6.00
18.7	2.00
18.72	4.00
18.74	2.00
18.76	4.00
18.78	4.00
18.8	2.00
18.82	2.00
18.84	2.00
18.86	8.00
18.88	0.00
18.9	2.00
18.92	0.00
18.94	4.00
18.96	2.00
18.98	0.00
19	0.00
19.02	4.00
19.04	0.00
19.06	2.00
19.08	2.00
19.1	2.00
19.12	2.00
19.14	2.00
19.16	0.00
19.18	0.00
19.2	2.00
19.22	2.00
19.24	0.00
19.26	2.00
19.28	0.00
19.3	0.00
19.32	4.00
19.34	2.00
19.36	4.00
19.38	6.00
19.4	4.00
19.42	2.00
19.44	2.00
19.46	2.00
19.48	4.00
19.5	2.00
19.52	2.00
19.54	6.00
19.56	4.00
19.58	4.00
19.6	2.00
19.62	4.00
19.64	0.00
19.66	2.00
19.68	2.00
19.7	4.00
19.72	0.00
19.74	6.00
19.76	0.00
19.78	2.00
19.8	0.00
19.82	2.00
19.84	2.00
19.86	2.00
19.88	2.00
19.9	2.00
19.92	2.00
19.94	2.00
19.96	2.00
19.98	2.00
20	2.00
20.02	4.00
20.04	2.00
20.06	0.00
20.08	0.00
20.1	0.00
20.12	2.00
20.14	0.00
20.16	2.00
20.18	0.00
20.2	2.00
20.22	2.00
20.24	0.00
20.26	2.00
20.28	4.00
20.3	2.00
20.32	0.00
20.34	4.00
20.36	2.00
20.38	0.00
20.4	0.00
20.42	4.00
20.44	0.00
20.46	4.00
20.48	2.00
20.5	2.00
20.52	4.00
20.54	2.00
20.56	4.00
20.58	0.00
20.6	0.00
20.62	4.00
20.64	2.00
20.66	6.00
20.68	2.00
20.7	4.00
20.72	0.00
20.74	4.00
20.76	4.00
20.78	0.00
20.8	2.00
20.82	0.00
20.84	2.00
20.86	0.00
20.88	2.00
20.9	2.00
20.92	0.00
20.94	0.00
20.96	4.00
20.98	0.00
21	2.00
21.02	4.00
21.04	2.00
21.06	2.00
21.08	4.00
21.1	0.00
21.12	4.00
21.14	2.00
21.16	0.00
21.18	2.00
21.2	2.00
21.22	4.00
21.24	0.00
21.26	2.00
21.28	2.00
21.3	2.00
21.32	2.00
21.34	4.00
21.36	2.00
21.38	2.00
21.4	0.00
21.42	2.00
21.44	2.00
21.46	0.00
21.48	4.00
21.5	0.00
21.52	2.00
21.54	2.00
21.56	0.00
21.58	6.00
21.6	2.00
21.62	2.00
21.64	2.00
21.66	2.00
21.68	2.00
21.7	0.00
21.72	8.00
21.74	2.00
21.76	0.00
21.78	4.00
21.8	2.00
21.82	0.00
21.84	2.00
21.86	0.00
21.88	2.00
21.9	0.00
21.92	2.00
21.94	2.00
21.96	4.00
21.98	2.00
22	0.00
22.02	2.00
22.04	2.00
22.06	2.00
22.08	4.00
22.1	0.00
22.12	2.00
22.14	2.00
22.16	2.00
22.18	2.00
22.2	2.00
22.22	0.00
22.24	0.00
22.26	2.00
22.28	2.00
22.3	0.00
22.32	0.00
22.34	4.00
22.36	4.00
22.38	2.00
22.4	4.00
22.42	2.00
22.44	0.00
22.46	0.00
22.48	4.00
22.5	0.00
22.52	2.00
22.54	2.00
22.56	2.00
22.58	4.00
22.6	4.00
22.62	0.00
22.64	2.00
22.66	4.00
22.68	4.00
22.7	4.00
22.72	2.00
22.74	0.00
22.76	4.00
22.78	2.00
22.8	2.00
22.82	2.00
22.84	4.00
22.86	2.00
22.88	2.00
22.9	0.00
22.92	2.00
22.94	0.00
22.96	0.00
22.98	2.00
23	4.00
23.02	0.00
23.04	2.00
23.06	2.00
23.08	4.00
23.1	2.00
23.12	2.00
23.14	2.00
23.16	4.00
23.18	0.00
23.2	0.00
23.22	2.00
23.24	4.00
23.26	2.00
23.28	4.00
23.3	4.00
23.32	0.00
23.34	4.00
23.36	2.00
23.38	0.00
23.4	2.00
23.42	0.00
23.44	2.00
23.46	0.00
23.48	2.00
23.5	2.00
23.52	4.00
23.54	2.00
23.56	2.00
23.58	4.00
23.6	2.00
23.62	0.00
23.64	6.00
23.66	4.00
23.68	2.00
23.7	4.00
23.72	0.00
23.74	4.00
23.76	0.00
23.78	4.00
23.8	4.00
23.82	2.00
23.84	4.00
23.86	2.00
23.88	2.00
23.9	6.00
23.92	4.00
23.94	0.00
23.96	2.00
23.98	0.00
24	2.00
24.02	2.00
24.04	4.00
24.06	2.00
24.08	2.00
24.1	2.00
24.12	2.00
24.14	4.00
24.16	0.00
24.18	2.00
24.2	2.00
24.22	2.00
24.24	2.00
24.26	4.00
24.28	2.00
24.3	2.00
24.32	4.00
24.34	6.00
24.36	2.00
24.38	2.00
24.4	2.00
24.42	2.00
24.44	2.00
24.46	2.00
24.48	2.00
24.5	6.00
24.52	4.00
24.54	12.00
24.56	6.00
24.58	4.00
24.6	4.00
24.62	10.00
24.64	4.00
24.66	6.00
24.68	6.00
24.7	8.00
24.72	4.00
24.74	0.00
24.76	6.00
24.78	8.00
24.8	2.00
24.82	6.00
24.84	6.00
24.86	8.00
24.88	12.00
24.9	14.00
24.92	8.00
24.94	18.00
24.96	18.00
24.98	30.00
25	24.00
25.02	34.00
25.04	34.00
25.06	48.00
25.08	42.00
25.1	54.00
25.12	60.00
25.14	86.00
25.16	102.00
25.18	116.00
25.2	144.00
25.22	152.00
25.24	174.00
25.26	198.00
25.28	230.00
25.3	216.00
25.32	260.00
25.34	266.00
25.36	260.00
25.38	248.00
25.4	270.00
25.42	268.00
25.44	278.00
25.46	240.00
25.48	198.00
25.5	198.00
25.52	212.00
25.54	176.00
25.56	154.00
25.58	140.00
25.6	100.00
25.62	82.00
25.64	54.00
25.66	56.00
25.68	42.00
25.7	32.00
25.72	24.00
25.74	26.00
25.76	14.00
25.78	14.00
25.8	14.00
25.82	10.00
25.84	14.00
25.86	10.00
25.88	6.00
25.9	8.00
25.92	6.00
25.94	4.00
25.96	2.00
25.98	2.00
26	4.00
26.02	4.00
26.04	4.00
26.06	2.00
26.08	2.00
26.1	4.00
26.12	4.00
26.14	4.00
26.16	2.00
26.18	4.00
26.2	4.00
26.22	2.00
26.24	4.00
26.26	6.00
26.28	2.00
26.3	6.00
26.32	4.00
26.34	4.00
26.36	0.00
26.38	4.00
26.4	0.00
26.42	2.00
26.44	6.00
26.46	2.00
26.48	2.00
26.5	0.00
26.52	4.00
26.54	0.00
26.56	4.00
26.58	8.00
26.6	2.00
26.62	2.00
26.64	2.00
26.66	2.00
26.68	2.00
26.7	2.00
26.72	0.00
26.74	0.00
26.76	4.00
26.78	0.00
26.8	2.00
26.82	0.00
26.84	0.00
26.86	2.00
26.88	2.00
26.9	2.00
